pair_id,example_id,model,question,answer,claim_text,matched_sentence_text,predicted_citation_doc_ids,correct
52,7,llama-3.1-8b,What is the solid part of earth called?,"The solid part of the Earth is referred to as the lithosphere, which includes the outer silicate solid crust and the highly viscous asthenosphere and mantle [1][2][3]. The inner part of the solid Earth is specifically referred to as the inner core, which is a solid, iron-nickel alloy at the center of the Earth [4].",The lithosphere includes the highly viscous asthenosphere.,"The solid part of the Earth is referred to as the lithosphere, which includes the outer silicate solid crust and the highly viscous asthenosphere and mantle [1][2][3]. ","doc1,doc2,doc3",1
53,7,llama-3.1-8b,What is the solid part of earth called?,"The solid part of the Earth is referred to as the lithosphere, which includes the outer silicate solid crust and the highly viscous asthenosphere and mantle [1][2][3]. The inner part of the solid Earth is specifically referred to as the inner core, which is a solid, iron-nickel alloy at the center of the Earth [4].",The lithosphere includes the mantle.,"The solid part of the Earth is referred to as the lithosphere, which includes the outer silicate solid crust and the highly viscous asthenosphere and mantle [1][2][3]. ","doc1,doc2,doc3",1
54,7,llama-3.1-8b,What is the solid part of earth called?,"The solid part of the Earth is referred to as the lithosphere, which includes the outer silicate solid crust and the highly viscous asthenosphere and mantle [1][2][3]. The inner part of the solid Earth is specifically referred to as the inner core, which is a solid, iron-nickel alloy at the center of the Earth [4].",The inner part of the solid Earth is specifically referred to as the inner core.,"The inner part of the solid Earth is specifically referred to as the inner core, which is a solid, iron-nickel alloy at the center of the Earth [4].",doc4,1
55,7,llama-3.1-8b,What is the solid part of earth called?,"The solid part of the Earth is referred to as the lithosphere, which includes the outer silicate solid crust and the highly viscous asthenosphere and mantle [1][2][3]. The inner part of the solid Earth is specifically referred to as the inner core, which is a solid, iron-nickel alloy at the center of the Earth [4].",The inner core is a solid iron-nickel alloy.,"The inner part of the solid Earth is specifically referred to as the inner core, which is a solid, iron-nickel alloy at the center of the Earth [4].",doc4,1
56,7,llama-3.1-8b,What is the solid part of earth called?,"The solid part of the Earth is referred to as the lithosphere, which includes the outer silicate solid crust and the highly viscous asthenosphere and mantle [1][2][3]. The inner part of the solid Earth is specifically referred to as the inner core, which is a solid, iron-nickel alloy at the center of the Earth [4].",The inner core is at the center of the Earth.,"The inner part of the solid Earth is specifically referred to as the inner core, which is a solid, iron-nickel alloy at the center of the Earth [4].",doc4,1
57,8,qwen3-8b,Who won the final hoh big brother 20?,"The provided documents do not include information about the winner of the final Head of Household (HOH) for *Big Brother 20*. The available documents reference winners and HOH records from other seasons, such as *Big Brother 14* (Frank being named the winner of the $25,000 prize [1]), but none specifically address *Big Brother 20*. Therefore, the answer cannot be determined from the given sources.",The provided documents do not include information about the winner of the final Head of Household for Big Brother 20.,The provided documents do not include information about the winner of the final Head of Household (HOH) for *Big Brother 20*. ,,1
58,8,qwen3-8b,Who won the final hoh big brother 20?,"The provided documents do not include information about the winner of the final Head of Household (HOH) for *Big Brother 20*. The available documents reference winners and HOH records from other seasons, such as *Big Brother 14* (Frank being named the winner of the $25,000 prize [1]), but none specifically address *Big Brother 20*. Therefore, the answer cannot be determined from the given sources.",The available documents reference winners from other seasons.,"The available documents reference winners and HOH records from other seasons, such as *Big Brother 14* (Frank being named the winner of the $25,000 prize [1]), but none specifically address *Big Brother 20*. ",doc1,1
59,8,qwen3-8b,Who won the final hoh big brother 20?,"The provided documents do not include information about the winner of the final Head of Household (HOH) for *Big Brother 20*. The available documents reference winners and HOH records from other seasons, such as *Big Brother 14* (Frank being named the winner of the $25,000 prize [1]), but none specifically address *Big Brother 20*. Therefore, the answer cannot be determined from the given sources.",The available documents reference HOH records from other seasons.,"The available documents reference winners and HOH records from other seasons, such as *Big Brother 14* (Frank being named the winner of the $25,000 prize [1]), but none specifically address *Big Brother 20*. ",doc1,1
60,8,qwen3-8b,Who won the final hoh big brother 20?,"The provided documents do not include information about the winner of the final Head of Household (HOH) for *Big Brother 20*. The available documents reference winners and HOH records from other seasons, such as *Big Brother 14* (Frank being named the winner of the $25,000 prize [1]), but none specifically address *Big Brother 20*. Therefore, the answer cannot be determined from the given sources.","Frank was named the winner of the $25,000 prize in Big Brother 14.","The available documents reference winners and HOH records from other seasons, such as *Big Brother 14* (Frank being named the winner of the $25,000 prize [1]), but none specifically address *Big Brother 20*. ",doc1,1
61,8,qwen3-8b,Who won the final hoh big brother 20?,"The provided documents do not include information about the winner of the final Head of Household (HOH) for *Big Brother 20*. The available documents reference winners and HOH records from other seasons, such as *Big Brother 14* (Frank being named the winner of the $25,000 prize [1]), but none specifically address *Big Brother 20*. Therefore, the answer cannot be determined from the given sources.",None of the documents specifically address Big Brother 20.,"The available documents reference winners and HOH records from other seasons, such as *Big Brother 14* (Frank being named the winner of the $25,000 prize [1]), but none specifically address *Big Brother 20*. ",doc1,1
62,8,qwen3-8b,Who won the final hoh big brother 20?,"The provided documents do not include information about the winner of the final Head of Household (HOH) for *Big Brother 20*. The available documents reference winners and HOH records from other seasons, such as *Big Brother 14* (Frank being named the winner of the $25,000 prize [1]), but none specifically address *Big Brother 20*. Therefore, the answer cannot be determined from the given sources.",The answer cannot be determined from the given sources.,"Therefore, the answer cannot be determined from the given sources.",,1
63,9,gemma-4-e4b,When was the last perfect game thrown in baseball?,"The most recent perfect game in Major League Baseball was thrown by Félix Hernández of the Seattle Mariners against the Tampa Bay Rays on August 15, 2012 [1].",The most recent perfect game in Major League Baseball was thrown by Félix Hernández.,"The most recent perfect game in Major League Baseball was thrown by Félix Hernández of the Seattle Mariners against the Tampa Bay Rays on August 15, 2012 [1].",doc1,1
64,9,gemma-4-e4b,When was the last perfect game thrown in baseball?,"The most recent perfect game in Major League Baseball was thrown by Félix Hernández of the Seattle Mariners against the Tampa Bay Rays on August 15, 2012 [1].",Félix Hernández played for the Seattle Mariners.,"The most recent perfect game in Major League Baseball was thrown by Félix Hernández of the Seattle Mariners against the Tampa Bay Rays on August 15, 2012 [1].",doc1,1
65,9,gemma-4-e4b,When was the last perfect game thrown in baseball?,"The most recent perfect game in Major League Baseball was thrown by Félix Hernández of the Seattle Mariners against the Tampa Bay Rays on August 15, 2012 [1].",The game was played against the Tampa Bay Rays.,"The most recent perfect game in Major League Baseball was thrown by Félix Hernández of the Seattle Mariners against the Tampa Bay Rays on August 15, 2012 [1].",doc1,1
66,9,gemma-4-e4b,When was the last perfect game thrown in baseball?,"The most recent perfect game in Major League Baseball was thrown by Félix Hernández of the Seattle Mariners against the Tampa Bay Rays on August 15, 2012 [1].","The game occurred on August 15, 2012.","The most recent perfect game in Major League Baseball was thrown by Félix Hernández of the Seattle Mariners against the Tampa Bay Rays on August 15, 2012 [1].",doc1,1
